iter	RMSE
149	0.1466221127
150	0.1466178848
151	0.1466174103
152	0.1466155705
153	0.1466137108
154	0.1466072278
155	0.1465925831
156	0.1465913184
157	0.1465831444
158	0.1465829633
159	0.1465340212
160	0.146532276
161	0.1465086236
162	0.1464741141
163	0.1464522084
164	0.1464229623
165	0.1463896577
166	0.1463764913
167	0.1463469018
168	0.1463273664
169	0.1463159356
170	0.1463147059
171	0.1463057542
172	0.1462846736
173	0.1462754097
174	0.1462698334
175	0.1462327039
176	0.1462302497
177	0.1462014533
178	0.1461990362
179	0.1461814033
180	0.1461454786
181	0.1461425431
182	0.1461378853
183	0.1461214749
184	0.1461205093
185	0.1460909113
186	0.1460809128
187	0.1460602486
188	0.1460226995
189	0.1460160471
190	0.1459860493
191	0.1459620765
192	0.1459603317
193	0.1459567479
194	0.1459368527
195	0.1459123296
196	0.1459114367
197	0.1459104638
198	0.1458896629
199	0.1458342191
200	0.1458233513
201	0.1457990687
202	0.1457910677
203	0.1457864247
204	0.1457840467
205	0.1457836419
206	0.145759147
207	0.1457260869
208	0.1457227928
209	0.1457215504
210	0.1457180178
211	0.1456979694
212	0.1456464992
213	0.1456387265
214	0.1456271232
215	0.1455952264
216	0.1455494595
217	0.1455486151
218	0.1455472608
219	0.1455034661
220	0.1454784746
221	0.1454570018
222	0.1454567937
223	0.1454562418
224	0.1454258638
225	0.1454231388
226	0.1454203681
227	0.145391792
228	0.1453819106
229	0.1453682527
230	0.1453400872
231	0.1453357426
232	0.1453328941
233	0.1453243014
234	0.1452999495
235	0.145296115
236	0.1452955673
237	0.1452686315
238	0.1452470603
239	0.1452428662
240	0.1452404593
241	0.1452145231
242	0.1452128642
243	0.1452012576
244	0.1451994778
245	0.1451951057
246	0.1451881853
247	0.1451865504
248	0.145183776
249	0.1451736969
250	0.145172868
251	0.1451721144
252	0.1451362556
253	0.1450821694
254	0.1450802369
255	0.1450656165
256	0.1450458787
257	0.1450368299
258	0.1450275729
259	0.1450249563
260	0.1450223682
261	0.1450211362
262	0.1450177948
263	0.145016979
264	0.1450088565
265	0.1450076904
266	0.1450053279
267	0.1450048287
268	0.1450040392
269	0.1449717798
270	0.1449513497
271	0.1449162843
272	0.1449145173
273	0.1448956122
274	0.1448703276
275	0.1448598752
276	0.1448587308
277	0.1448453062
278	0.1448226149
279	0.144797049
280	0.1447597682
281	0.1447573691
282	0.144756103
283	0.1447554715
284	0.1447536891
285	0.1447404052
286	0.1447397979
287	0.1447186017
288	0.1447174587
289	0.1446834714
290	0.1446809147
291	0.1446644445
292	0.1446637025
293	0.1446629538
294	0.1446597816
295	0.1446569639
296	0.1446320017
297	0.1446304196
298	0.144621991
299	0.1446075754
300	0.1445905045
301	0.1445745599
302	0.1445595135
303	0.1445455598
304	0.1445273906
305	0.1444914833
306	0.1444662531
307	0.1444592541
308	0.1444335786
309	0.1444256406
310	0.1444225684
311	0.1443922124
312	0.1443917237
313	0.1443805942
314	0.14437192
315	0.1443537137
316	0.1443526599
317	0.1443474156
318	0.1443324159
319	0.1443247858
320	0.1442899858
321	0.1442881877
322	0.1442866601
323	0.1442560369
324	0.1442546671
325	0.1442168946
326	0.1442050468
327	0.1442013225
328	0.1441867734
329	0.1441861037
330	0.1441531978
331	0.1441210583
332	0.144120911
333	0.1441168831
334	0.1441167351
335	0.1441026676
336	0.1441017778
337	0.1441010946
338	0.1440942282
339	0.1440795466
340	0.1440448363
341	0.1440357103
342	0.1440348915
343	0.144008849
344	0.1439994229
345	0.1439934768
346	0.1439867579
347	0.1439770804
348	0.1439583389
349	0.1439547688
350	0.1439541553
351	0.1439367707
352	0.1439331479
353	0.1439290295
354	0.1439285481
355	0.1439066715
356	0.1439062215
357	0.1439040444
358	0.1438994679
359	0.1438990176
360	0.1438912192
361	0.1438833963
362	0.1438603786
363	0.1438581054
364	0.1438564293
365	0.1438428026
366	0.1438423186
367	0.143835282
368	0.1438348526
369	0.1438088895
370	0.1438031933
371	0.143802414
372	0.1437806785
373	0.1437736913
374	0.143773617
375	0.1437516541
376	0.1437386627
377	0.143735378
378	0.1437224252
379	0.143684334
380	0.1436522739
381	0.1436437757
382	0.1436414232
383	0.1436380417
384	0.1435987307
385	0.143595423
386	0.1435949758
387	0.1435695813
388	0.1435692032
389	0.143541208
390	0.1435172662
391	0.1435139506
392	0.1434993428
393	0.1434982752
394	0.1434977441
395	0.1434689077
396	0.143468119
397	0.1434574085
398	0.1434571944
399	0.1434540076
400	0.1434527216
401	0.1434352956
402	0.143416842
403	0.1434163482
404	0.1434116423
405	0.1434111938
406	0.143406149
407	0.143405121
408	0.1433907011
409	0.1433866698
410	0.1433809102
411	0.1433806168
412	0.1433762977
413	0.1433435641
414	0.1433422785
415	0.1433361353
416	0.1433303222
417	0.1433296518
418	0.1432879675
419	0.1432726526
420	0.14326944
421	0.1432557736
422	0.1432556983
423	0.1432409125
424	0.143221966
425	0.1431927298
426	0.1431690164
427	0.1431488289
428	0.1431293196
429	0.1431200433
430	0.143113501
431	0.1431052184
432	0.1431001128
433	0.1430907272
434	0.1430868688
435	0.1430747664
436	0.1430436502
437	0.1430108022
438	0.1430044975
439	0.1430010187
440	0.1429998458
441	0.142991425
442	0.142974818
443	0.1429735438
444	0.142962411
445	0.1429471449
446	0.1429436747
447	0.1429431243
448	0.1429239546
449	0.1428982064
450	0.1428933303
451	0.142892245
452	0.142891773
453	0.1428803967
454	0.1428649679
455	0.1428583419
456	0.1428549355
457	0.1428512391
458	0.1428487998
459	0.1428442018
460	0.1428345811
461	0.1428336738
462	0.1428266306
463	0.1428204476
464	0.1428053252
465	0.1427845494
466	0.1427830351
467	0.142777957
468	0.1427717126
469	0.1427705449
470	0.1427701723
471	0.1427651574
472	0.1427647592
473	0.142763718
474	0.1427623315
475	0.1427532751
476	0.1427529758
477	0.1427398465
478	0.1427376651
479	0.1427269762
480	0.1427268149
481	0.1427266971
482	0.1427170904
483	0.1426923975
484	0.1426860653
485	0.1426824728
486	0.1426723013
487	0.1426704302
488	0.1426687512
489	0.1426654294
490	0.1426496072
491	0.1426263294
492	0.1425978997
493	0.142578041
494	0.1425774376
495	0.1425675034
496	0.14255257
497	0.1425472359
498	0.1425286354
499	0.1424914151
500	0.1424889835
501	0.1424849813
502	0.1424578045
503	0.1424393622
504	0.1424302471
505	0.1424280617
506	0.1424111241
507	0.1424049018
508	0.1423994894
509	0.1423776126
510	0.1423774208
511	0.1423712506
512	0.1423704558
513	0.1423690842
514	0.1423463238
515	0.142318014
516	0.1422912319
517	0.142277249
518	0.1422681368
519	0.1422526095
520	0.1422287671
521	0.1422284697
522	0.1422122338
523	0.142209253
524	0.1422086347
525	0.1422065385
526	0.1422046959
527	0.1421941563
528	0.1421940487
529	0.1421938816
530	0.142193216
531	0.1421848202
532	0.142173027
533	0.1421509826
534	0.1421503309
535	0.1421499896
536	0.1421361616
537	0.142135988
538	0.1421133822
539	0.1420945301
540	0.142085401
541	0.142085198
542	0.1420707544
543	0.1420690231
544	0.1420686562
545	0.142049122
546	0.1420250684
547	0.1420237091
548	0.1420172377
549	0.1420167129
550	0.1420163161
551	0.1420093393
552	0.1420005922
553	0.1419843022
554	0.1419757926
555	0.1419735662
556	0.1419709811
557	0.141966855
558	0.1419522798
559	0.1419467527
560	0.1419464257
561	0.1419383189
562	0.1419380186
563	0.1419309927
564	0.1419233312
565	0.1419183607
566	0.1419165908
567	0.1419063623
568	0.1419061951
569	0.1418868018
570	0.1418638023
571	0.14184176
572	0.1418317888
573	0.1418081552
574	0.1418014934
575	0.1418013248
576	0.1417940153
577	0.1417702063
578	0.1417679854
579	0.1417678343
580	0.1417599321
581	0.1417588383
582	0.1417520292
583	0.1417477427
584	0.1417322447
585	0.1417309966
586	0.1417141754
587	0.1417122254
588	0.141682874
589	0.1416826125
590	0.1416823339
591	0.1416686153
592	0.1416650075
593	0.1416609052
594	0.1416533429
595	0.1416530883
596	0.1416530307
597	0.1416438248
598	0.1416262638
599	0.1415972217
600	0.1415905719
601	0.1415629386
602	0.1415552388
603	0.1415465782
604	0.1415460511
605	0.1415439988
606	0.1415351314
607	0.1415106954
608	0.1415105426
609	0.141489446
610	0.1414756156
611	0.1414744063
612	0.1414740385
613	0.141472518
614	0.1414654623
615	0.1414579593
616	0.1414553564
617	0.1414412742
618	0.1414382136
619	0.1414318079
620	0.1414306126
621	0.1414303491
622	0.1414213856
623	0.1414152073
624	0.1414140723
625	0.1414125418
626	0.1413928099
627	0.1413880376
628	0.1413869804
629	0.1413783524
630	0.1413727398
631	0.141372064
632	0.1413659991
633	0.1413639067
634	0.1413602213
635	0.1413550087
636	0.1413540413
637	0.1413539937
638	0.141346566
639	0.1413461914
640	0.1413454468
641	0.1413399046
642	0.1413213009
643	0.141321158
644	0.1413208966
645	0.1413190251
646	0.1413177646
647	0.1413149349
648	0.1413026917
649	0.1413023965
650	0.1412709377
651	0.1412689512
652	0.1412589772
653	0.1412544755
654	0.1412346786
655	0.1412066416
656	0.1411935945
657	0.1411907683
658	0.1411813333
659	0.1411656115
660	0.141163554
661	0.1411473518
662	0.1411467259
663	0.1411368679
664	0.1411232309
665	0.1411212
666	0.1411009847
667	0.1411004465
668	0.1410818452
669	0.1410812728
670	0.1410803297
671	0.1410719995
672	0.1410636225
673	0.141059267
674	0.1410590467
675	0.1410546214
676	0.141054506
677	0.141039726
678	0.1410120082
679	0.1410078588
680	0.1409884512
681	0.1409848857
682	0.1409717844
683	0.1409643631
684	0.1409555573
685	0.1409547726
686	0.1409523008
687	0.14095222
688	0.1409458246
689	0.1409199152
690	0.1409158914
691	0.14089199
692	0.14087457
693	0.1408743578
694	0.1408628977
695	0.1408467549
696	0.1408464571
697	0.1408263616
698	0.1408259955
699	0.1408204311
700	0.1408203873
701	0.1407898586
702	0.14078292
703	0.1407719124
704	0.1407513117
705	0.140740777
706	0.1407401172
707	0.1407368533
708	0.1407154321
709	0.1407024776
710	0.1406858761
711	0.1406845271
712	0.1406839621
713	0.1406675392
714	0.1406621592
715	0.1406379159
716	0.1406371662
717	0.1406310455
718	0.1406273289
719	0.1406268346
720	0.1406196139
721	0.140617933
722	0.1406142308
723	0.1405872603
724	0.1405705178
725	0.1405539352
726	0.1405507755
727	0.1405507298
728	0.1405427403
729	0.1405411628
730	0.1405411222
731	0.1405140451
732	0.1405126418
733	0.1405121446
734	0.1404941415
735	0.1404862848
736	0.1404725717
737	0.1404655979
738	0.1404533045
739	0.1404523582
740	0.1404317098
741	0.1404297566
742	0.1404159703
743	0.1404143244
744	0.1403918744
745	0.1403692148
746	0.1403688958
747	0.1403659318
748	0.1403578507
749	0.1403389198
750	0.1403236076
751	0.140321325
752	0.1403036679
753	0.1402922943
754	0.1402828956
755	0.1402828586
756	0.1402825905
757	0.140282488
758	0.1402744592
759	0.1402638643
760	0.1402638232
761	0.1402561842
762	0.1402560072
763	0.1402523914
764	0.1402383795
765	0.1402354396
766	0.1402349669
767	0.1402318188
768	0.1402292948
769	0.1402159235
770	0.140214701
771	0.1402132588
772	0.1402087657
773	0.1401950615
774	0.1401948981
775	0.1401905867
776	0.1401790185
777	0.1401787995
778	0.1401786772
779	0.1401638984
780	0.140157848
781	0.1401412526
782	0.1401232572
783	0.1401116151
784	0.1401114305
785	0.1401103348
786	0.1401052548
787	0.1401048647
788	0.1401002069
789	0.1400948926
790	0.14009485
791	0.1400839645
792	0.1400605472
793	0.1400553896
794	0.1400553468
795	0.1400449501
796	0.1400412201
797	0.1400410628
798	0.1400272365
799	0.1400216055
800	0.1400189318
801	0.1400132326
802	0.1400070338
803	0.1400068091
804	0.1399885818
805	0.139983748
806	0.1399745998
807	0.1399745631
808	0.1399598914
809	0.1399484355
810	0.1399379267
811	0.1399377686
812	0.1399236192
813	0.1398957173
814	0.1398808198
815	0.1398805175
816	0.1398723567
817	0.139869707
818	0.1398637445
819	0.139863704
820	0.1398450319
821	0.1398301452
822	0.1398295263
823	0.1398086177
824	0.1397947259
825	0.1397912537
826	0.1397906516
827	0.1397854019
828	0.1397746874
829	0.1397745436
830	0.1397597444
831	0.1397451698
832	0.1397362129
833	0.1397270211
834	0.1397076653
835	0.1396871705
836	0.1396777931
837	0.1396777586
838	0.1396687842
839	0.1396605019
840	0.1396588055
841	0.1396522004
842	0.1396304322
843	0.1396301787
844	0.1396258797
845	0.1396162792
846	0.1396025235
847	0.1396024434
848	0.1395991665
849	0.13959675
850	0.1395860561
851	0.1395642662
852	0.1395641702
853	0.1395534319
854	0.139551992
855	0.1395518763
856	0.1395459558
857	0.1395295735
858	0.139529538
859	0.1395189679
860	0.1395087164
861	0.1394903317
862	0.1394669902
863	0.1394512103
864	0.1394282307
865	0.1394160815
866	0.1393908158
867	0.1393780575
868	0.1393776031
869	0.1393768624
870	0.1393702667
871	0.1393529804
872	0.1393311325
873	0.1393309492
874	0.1393269514
875	0.1393183162
876	0.1393176334
877	0.1393128931
878	0.1393128581
879	0.1392991653
880	0.1392916545
881	0.1392835519
882	0.139273181
883	0.1392693661
884	0.1392606802
885	0.1392575062
886	0.1392555657
887	0.1392441417
888	0.1392360261
889	0.139223294
890	0.139212589
891	0.1392118781
892	0.1391960996
893	0.1391734721
894	0.1391722024
895	0.1391631326
896	0.1391610167
897	0.1391606365
898	0.1391604017
899	0.1391540081
900	0.1391520373
901	0.1391415949
902	0.1391238228
903	0.1391237882
904	0.139104856
905	0.1391021443
906	0.1391021107
907	0.1390872599
908	0.1390872229
909	0.1390864371
910	0.1390852603
911	0.1390772529
912	0.1390677823
913	0.1390538488
914	0.1390427114
915	0.1390283617
916	0.1390192881
917	0.1390118871
918	0.1389971381
919	0.1389917347
920	0.1389796567
921	0.1389792889
922	0.1389792159
923	0.1389662639
924	0.1389599763
925	0.138950877
926	0.1389338858
927	0.1389228626
928	0.1389227955
929	0.1389012525
930	0.1389011207
931	0.1388982308
932	0.1388980707
933	0.1388904202
934	0.1388738695
935	0.1388737863
936	0.1388736768
937	0.1388651618
938	0.1388521722
939	0.1388474956
940	0.1388400733
941	0.1388218386
942	0.1388216354
943	0.1388027604
944	0.1387988162
945	0.1387869742
946	0.1387806156
947	0.1387684031
948	0.138764658
949	0.1387601377
950	0.1387570507
951	0.1387511034
952	0.1387420079
953	0.138726894
954	0.1387166036
955	0.1387135782
956	0.1387133902
957	0.1387117786
958	0.1386929058
959	0.138687542
960	0.1386684964
961	0.1386591856
962	0.1386534112
963	0.1386524093
964	0.1386391429
965	0.1386339537
966	0.1386285764
967	0.138617161
968	0.1386140039
969	0.1386050802
970	0.1386041256
971	0.1385998642
972	0.1385986252
973	0.1385984495
974	0.1385977815
975	0.1385934343
976	0.1385887352
977	0.1385800333
978	0.1385584777
979	0.1385557327
980	0.1385555707
981	0.1385555035
982	0.1385517241
983	0.1385485955
984	0.1385417872
985	0.138533654
986	0.1385196357
987	0.1385160364
988	0.1385137266
989	0.1385055681
990	0.1384933357
991	0.1384720494
992	0.1384717888
993	0.1384607028
994	0.1384520858
995	0.1384426735
996	0.1384346404
997	0.1384329813
998	0.1384284637
999	0.1384217615
